STT,Mã Đơn Hàng,ID cửa hàng,Tên cửa hàng,Thời gian hoàn thành/ huỷ đơn,Giá trị đơn hàng,Khuyến mại từ quán,Phí dịch vụ,Phí vận chuyển trả cho quán,Chiết khấu,Thuế khấu trừ,Thực thu
370,10125-289208458,10292015,Cà Phê Muối Chú Long - Long An,10/12/2025 8:21,"283,000","59,500",0,0,"54,869",0,"168,631"
371,10125-289328109,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 8:50,"80,000","15,000",0,0,"15,958",0,"49,043"
372,10125-289427209,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:19,"174,000","48,000",0,0,"30,933",0,"95,067"
373,10125-289502335,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:14,"22,000","6,600",0,0,"3,781",0,"11,619"
374,10125-289547727,10381892,Cà Phê Muối Chú Long - Phan Văn Trị,10/12/2025 8:28,"131,000",0,0,0,"32,161",0,"98,840"
375,10125-289618369,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:21,"58,000","11,000",0,0,"11,539",0,"35,462"
376,10125-289671203,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:28,"22,000","6,600",0,0,"3,781",0,"11,619"
377,10125-289752055,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 8:30,"88,000","10,000",0,0,"19,149",0,"58,851"
378,10125-289932179,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:18,"47,000","5,000",0,0,"10,311",0,"31,689"
379,10125-289949218,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:05,"163,000","48,000",0,0,"28,233",0,"86,768"
380,10125-290007461,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 8:17,"30,000","9,000",0,0,"5,156",0,"15,845"
381,10125-290028725,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:22,"83,000","13,200",0,0,"17,136",0,"52,664"
382,10125-290091320,10298824,Cà Phê Muối Chú Long - Hoàng Diệu,10/12/2025 8:23,"167,000","48,000",0,0,"29,215",0,"89,786"
383,10125-290154642,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:27,"29,000","8,700",0,0,"4,984",0,"15,316"
384,10125-290170772,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:46,"201,000","48,000",0,0,"37,562",0,"115,439"
385,10125-290218396,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:25,"44,000","13,200",0,0,"7,561",0,"23,239"
386,10125-290253181,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 8:19,"87,000","15,000",0,0,"17,676",0,"54,324"
387,10125-290586092,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:19,"29,000","6,600",0,0,"5,499",0,"16,901"
388,10125-290624754,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:01,"36,000","5,000",0,0,"7,611",0,"23,390"
389,10125-290749461,10287840,Cà Phê Muối Chú Long - Long Xuyên,10/12/2025 8:16,"22,000",0,0,0,"5,401",0,"16,599"
390,10125-290825422,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:12,"29,000","8,700",0,0,"4,984",0,"15,316"
391,10125-290934205,10233716,Cà Phê Muối Chú Long - 130 Thích Quảng Đức,10/12/2025 8:29,"58,000","13,200",0,0,"10,998",0,"33,802"
392,10125-290940489,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:45,"58,000","15,000",0,0,"10,557",0,"32,444"
393,10125-290954262,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:38,"44,000","13,200",0,0,"7,561",0,"23,239"
394,10125-290992768,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 8:35,"30,000","9,000",0,0,"5,156",0,"15,845"
395,10125-291072380,10242271,Cà Phê Muối Chú Long - Vũng Tàu,10/12/2025 8:15,"319,000","54,000",0,0,"65,058",0,"199,943"
396,10125-291116036,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:39,"44,000","13,200",0,0,"7,561",0,"23,239"
397,10125-291118563,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:32,"29,000","6,600",0,0,"5,499",0,"16,901"
398,10125-291131247,10284115,Cà Phê Muối Chú Long - Kha Vạn Cân,10/12/2025 8:23,"66,000",0,0,0,"16,203",0,"49,797"
399,10125-291184408,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:57,"66,000","15,000",0,0,"12,521",0,"38,480"
400,10125-291232742,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:40,"62,000","11,000",0,0,"12,521",0,"38,480"
401,10125-291241996,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:26,"196,000","48,000",0,0,"36,334",0,"111,666"
402,10125-291244117,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 8:29,"22,000",0,0,0,"5,401",0,"16,599"
403,10125-291322236,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:29,"70,000","15,000",0,0,"13,503",0,"41,498"
404,10125-291319365,10225885,Cà Phê Muối Chú Long - Ngô Tất Tố,10/12/2025 8:37,"44,000","13,200",0,0,"7,561",0,"23,239"
405,10125-291398056,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:57,"167,000","48,000",0,0,"29,215",0,"89,786"
406,10125-291555801,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:39,"163,000","48,000",0,0,"28,233",0,"86,768"
407,10125-291639426,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:22,"44,000","10,000",0,0,"8,347",0,"25,653"
408,10125-291698884,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:41,"58,000","11,000",0,0,"11,539",0,"35,462"
409,10125-291712554,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:17,"66,000","11,000",0,0,"13,503",0,"41,498"
410,10125-291771269,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 8:23,"30,000","9,000",0,0,"5,156",0,"15,845"
411,10125-291845158,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:26,"44,000","13,200",0,0,"7,561",0,"23,239"
412,10125-291878468,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:36,"58,000","15,000",0,0,"10,557",0,"32,444"
413,10125-291892845,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:18,"36,000",0,0,0,"8,838",0,"27,162"
414,10125-291911367,10298824,Cà Phê Muối Chú Long - Hoàng Diệu,10/12/2025 8:33,"25,000","7,500",0,0,"4,296",0,"13,204"
415,10125-291939014,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 9:05,"22,000","6,600",0,0,"3,781",0,"11,619"
416,10125-292075442,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 8:22,"22,000","5,000",0,0,"4,174",0,"12,827"
417,10125-292081620,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:35,"58,000","15,000",0,0,"10,557",0,"32,444"
418,10125-292149630,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:34,"87,000","15,000",0,0,"17,676",0,"54,324"
419,10125-292167110,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:25,"87,000","15,000",0,0,"17,676",0,"54,324"
420,10125-292299422,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:36,"66,000","15,000",0,0,"12,521",0,"38,480"
421,10125-292322698,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:35,"54,000","15,000",0,0,"9,575",0,"29,426"
422,10125-292464921,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:23,"51,000","11,000",0,0,"9,820",0,"30,180"
423,10125-292517016,10298824,Cà Phê Muối Chú Long - Hoàng Diệu,10/12/2025 8:21,"44,000","13,200",0,0,"7,561",0,"23,239"
424,10125-292689691,10225885,Cà Phê Muối Chú Long - Ngô Tất Tố,10/12/2025 8:37,"217,000","48,000",0,0,"41,490",0,"127,511"
425,10125-292788764,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:37,"83,000","15,000",0,0,"16,694",0,"51,306"
426,10125-292798055,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 8:37,"58,000","11,000",0,0,"11,539",0,"35,462"
427,10125-292801550,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 8:34,"22,000","6,600",0,0,"3,781",0,"11,619"
428,10125-292868945,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 8:22,"44,000","13,200",0,0,"7,561",0,"23,239"
429,10125-292916370,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:32,"66,000","11,000",0,0,"13,503",0,"41,498"
430,10125-293063880,10358040,Cà Phê Muối Chú Long - Đoàn Thị Điểm,10/12/2025 8:55,"182,000","56,000",0,0,"30,933",0,"95,067"
431,10125-293073765,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:29,"36,000","5,000",0,0,"7,611",0,"23,390"
432,10125-293106086,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:30,"29,000","8,700",0,0,"4,984",0,"15,316"
433,10125-293174414,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 8:40,"22,000","6,600",0,0,"3,781",0,"11,619"
434,10125-293196527,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:42,"22,000","6,600",0,0,"3,781",0,"11,619"
435,10125-293198658,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:21,"22,000","5,500",0,0,"4,051",0,"12,449"
436,10125-293366204,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:49,"116,000","20,000",0,0,"23,568",0,"72,432"
437,10125-293600399,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:25,"101,000","20,000",0,0,"19,886",0,"61,115"
438,10125-293672145,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:38,"22,000","6,600",0,0,"3,781",0,"11,619"
439,10125-293710909,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:34,"29,000","6,600",0,0,"5,499",0,"16,901"
440,10125-293753296,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:30,"47,000","14,100",0,0,"8,077",0,"24,823"
441,10125-293896593,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 9:02,"167,000","48,000",0,0,"29,215",0,"89,786"
442,10125-294566670,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:23,"58,000","11,000",0,0,"11,539",0,"35,462"
443,10125-294654577,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:31,"44,000","13,200",0,0,"7,561",0,"23,239"
444,10125-294760951,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:40,"167,000","48,000",0,0,"29,215",0,"89,786"
445,10125-294818259,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:27,"29,000","5,000",0,0,"5,892",0,"18,108"
446,10125-294868119,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:30,"22,000","5,000",0,0,"4,174",0,"12,827"
447,10125-294894613,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:28,"58,000","11,000",0,0,"11,539",0,"35,462"
448,10125-294935595,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:27,"58,000","15,000",0,0,"10,557",0,"32,444"
449,10125-294948502,10323120,Cà Phê Muối Chú Long - Đồng Xoài,10/12/2025 8:26,"29,000","8,700",0,0,"4,984",0,"15,316"
450,10125-294957663,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:29,"66,000","11,000",0,0,"13,503",0,"41,498"
451,10125-295002034,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:40,"44,000","13,200",0,0,"7,561",0,"23,239"
452,10125-295029979,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:30,"29,000","5,000",0,0,"5,892",0,"18,108"
453,10125-295045411,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:28,"22,000","6,600",0,0,"3,781",0,"11,619"
454,10125-295200101,10242271,Cà Phê Muối Chú Long - Vũng Tàu,10/12/2025 8:32,"58,000","11,000",0,0,"11,539",0,"35,462"
455,10125-295259039,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 8:23,"117,000","20,000",0,0,"23,814",0,"73,187"
456,10125-295289439,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 8:38,"192,000","48,000",0,0,"35,352",0,"108,648"
457,10125-295301452,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:22,"33,000","9,900",0,0,"5,671",0,"17,429"
458,10125-295308835,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:35,"22,000","6,600",0,0,"3,781",0,"11,619"
459,10125-295362636,10340098,Cà Phê Muối Chú Long - Thuận An,10/12/2025 9:04,"805,000","67,000",0,0,"181,179",0,"556,821"
460,10125-295375293,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:27,"80,000","15,000",0,0,"15,958",0,"49,043"
461,10125-295400213,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 8:56,"108,000","20,000",0,0,"21,604",0,"66,396"
462,10125-295430490,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:48,"58,000","11,000",0,0,"11,539",0,"35,462"
463,10125-295713799,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 8:27,"60,000","18,000",0,0,"10,311",0,"31,689"
464,10125-295911323,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:45,"22,000","6,600",0,0,"3,781",0,"11,619"
465,10125-295994437,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 8:27,"30,000","9,000",0,0,"5,156",0,"15,845"
466,10125-296144325,10225871,Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,10/12/2025 8:33,"51,000","15,000",0,0,"8,838",0,"27,162"
467,10125-296179253,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:40,"22,000","6,600",0,0,"3,781",0,"11,619"
468,10125-296203142,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:30,"44,000","13,200",0,0,"7,561",0,"23,239"
469,10125-296247518,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:30,"193,000","48,000",0,0,"35,598",0,"109,403"
470,10125-296290827,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:27,"44,000","13,200",0,0,"7,561",0,"23,239"
471,10125-296511134,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:30,"29,000","8,700",0,0,"4,984",0,"15,316"
472,10125-296530790,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:50,"127,000","20,000",0,0,"26,269",0,"80,732"
473,10125-296563840,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:03,"22,000","6,600",0,0,"3,781",0,"11,619"
474,10125-296616652,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 9:01,"44,000","13,200",0,0,"7,561",0,"23,239"
475,10125-296734919,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:33,"83,000","15,000",0,0,"16,694",0,"51,306"
476,10125-296856664,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:38,"54,000","15,000",0,0,"9,575",0,"29,426"
477,10125-297024858,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:54,"87,000","15,000",0,0,"17,676",0,"54,324"
478,10125-297088966,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:52,"66,000","15,000",0,0,"12,521",0,"38,480"
479,10125-297107016,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:40,"51,000","11,000",0,0,"9,820",0,"30,180"
480,10125-297149030,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 8:34,"109,000","20,000",0,0,"21,850",0,"67,151"
481,10125-297157770,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:43,"44,000","13,200",0,0,"7,561",0,"23,239"
482,10125-297198571,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:33,"127,000","17,500",0,0,"26,882",0,"82,618"
483,10125-297277673,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:38,"95,000","15,000",0,0,"19,640",0,"60,360"
484,10125-297291858,10313967,Cà Phê Muối Chú Long - Tiền Giang,10/12/2025 8:35,"141,000",0,0,0,"34,616",0,"106,385"
485,10125-297535654,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:46,"22,000","6,600",0,0,"3,781",0,"11,619"
486,10125-297726860,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 8:37,"30,000","9,000",0,0,"5,156",0,"15,845"
487,10125-297756621,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:49,"116,000","20,000",0,0,"23,568",0,"72,432"
488,10125-297805488,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:54,"58,000","11,000",0,0,"11,539",0,"35,462"
489,10125-297825668,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:37,"116,000","20,000",0,0,"23,568",0,"72,432"
490,10125-297846377,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:40,"22,000","5,000",0,0,"4,174",0,"12,827"
491,10125-297929288,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:38,"116,000","20,000",0,0,"23,568",0,"72,432"
492,10125-297949157,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:08,"153,000","42,000",0,0,"27,251",0,"83,750"
493,10125-297959705,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 8:32,"37,000",0,0,0,"9,084",0,"27,917"
494,10125-298065562,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:31,"102,000","20,000",0,0,"20,131",0,"61,869"
495,10125-298097666,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:37,"47,000","14,100",0,0,"8,077",0,"24,823"
496,10125-298244270,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 8:29,"22,000","5,000",0,0,"4,174",0,"12,827"
497,10125-298282709,10225885,Cà Phê Muối Chú Long - Ngô Tất Tố,10/12/2025 8:26,"58,000","15,000",0,0,"10,557",0,"32,444"
498,10125-298341349,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:52,"29,000","6,600",0,0,"5,499",0,"16,901"
499,10125-298370265,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:55,"22,000","6,600",0,0,"3,781",0,"11,619"
500,10125-298429373,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:46,"196,000","48,000",0,0,"36,334",0,"111,666"
501,10125-298586570,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 8:36,"79,000","15,000",0,0,"15,712",0,"48,288"
502,10125-298604229,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:35,"58,000","11,000",0,0,"11,539",0,"35,462"
503,10125-298743007,10284115,Cà Phê Muối Chú Long - Kha Vạn Cân,10/12/2025 8:39,"58,000","11,000",0,0,"11,539",0,"35,462"
504,10125-298756589,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:44,"156,000","42,000",0,0,"27,987",0,"86,013"
505,10125-298751687,10375372,Cà Phê Muối Chú Long - An Dương Vương,10/12/2025 8:36,"37,000","11,100",0,0,"6,358",0,"19,542"
506,10125-298852245,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:28,"44,000","13,200",0,0,"7,561",0,"23,239"
507,10125-298922944,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:48,"22,000","6,600",0,0,"3,781",0,"11,619"
508,10125-298930017,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:32,"87,000","15,000",0,0,"17,676",0,"54,324"
509,10125-299040738,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:33,"29,000","8,700",0,0,"4,984",0,"15,316"
510,10125-299042835,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:57,"117,000","20,000",0,0,"23,814",0,"73,187"
511,10125-299111180,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:58,"25,000","5,000",0,0,"4,910",0,"15,090"
512,10125-299113472,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 9:12,"44,000","13,200",0,0,"7,561",0,"23,239"
513,10125-299124003,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:44,"22,000","6,600",0,0,"3,781",0,"11,619"
514,10125-299133811,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:27,"58,000","15,000",0,0,"10,557",0,"32,444"
515,10125-299312651,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:32,"94,000","15,000",0,0,"19,395",0,"59,606"
516,10125-299364775,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:47,"108,000","20,000",0,0,"21,604",0,"66,396"
517,10125-299372967,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:53,"165,000","48,000",0,0,"28,724",0,"88,277"
518,10125-299388358,10233716,Cà Phê Muối Chú Long - 130 Thích Quảng Đức,10/12/2025 8:48,"102,000","20,000",0,0,"20,131",0,"61,869"
519,10125-299447071,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 9:03,"22,000","6,600",0,0,"3,781",0,"11,619"
520,10125-299480561,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:52,"22,000","6,600",0,0,"3,781",0,"11,619"
521,10125-299512854,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 8:56,"154,000","42,000",0,0,"27,496",0,"84,504"
522,10125-299522588,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:59,"22,000","6,600",0,0,"3,781",0,"11,619"
523,10125-299588710,10284115,Cà Phê Muối Chú Long - Kha Vạn Cân,10/12/2025 8:54,"116,000","20,000",0,0,"23,568",0,"72,432"
524,10125-299736098,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:43,"51,000","11,000",0,0,"9,820",0,"30,180"
525,10125-299768059,10242271,Cà Phê Muối Chú Long - Vũng Tàu,10/12/2025 8:26,"87,000","15,000",0,0,"17,676",0,"54,324"
526,10125-299788200,10225885,Cà Phê Muối Chú Long - Ngô Tất Tố,10/12/2025 8:41,"87,000","15,000",0,0,"17,676",0,"54,324"
527,10125-299851803,10340098,Cà Phê Muối Chú Long - Thuận An,10/12/2025 8:49,"167,000","48,000",0,0,"29,215",0,"89,786"
528,10125-299877704,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 9:12,"88,000","11,000",0,0,"18,904",0,"58,097"
529,10125-300003508,10354891,Cà Phê Muối Chú Long - Trà Vinh,10/12/2025 8:32,"73,000","15,000",0,0,"14,239",0,"43,761"
530,10125-300141859,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:53,"73,000","15,000",0,0,"14,239",0,"43,761"
531,10125-300210534,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:32,"80,000","15,000",0,0,"15,958",0,"49,043"
532,10125-300284148,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:34,"69,000","15,000",0,0,"13,257",0,"40,743"
533,10125-300326857,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:42,"29,000","8,700",0,0,"4,984",0,"15,316"
534,10125-300590345,10298824,Cà Phê Muối Chú Long - Hoàng Diệu,10/12/2025 9:14,"44,000","13,200",0,0,"7,561",0,"23,239"
535,10125-300699586,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:52,"22,000","6,600",0,0,"3,781",0,"11,619"
536,10125-300737343,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:43,"112,000","20,000",0,0,"22,586",0,"69,414"
537,10125-300806706,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 8:36,"69,000","15,000",0,0,"13,257",0,"40,743"
538,10125-300868171,10358016,Cà Phê Muối Chú Long - Bà Triệu,10/12/2025 8:30,"29,000","7,250",0,0,"5,340",0,"16,410"
539,10125-300914278,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:41,"51,000","11,000",0,0,"9,820",0,"30,180"
540,10125-300933254,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:28,"116,000","20,000",0,0,"23,568",0,"72,432"
541,10125-300981117,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:30,"116,000","20,000",0,0,"23,568",0,"72,432"
542,10125-300997292,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:54,"72,000","15,000",0,0,"13,994",0,"43,007"
543,10125-301004191,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 8:53,"62,000","11,000",0,0,"12,521",0,"38,480"
544,10125-301167396,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:59,"87,000","15,000",0,0,"17,676",0,"54,324"
545,10125-301282507,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:38,"87,000","15,000",0,0,"17,676",0,"54,324"
546,10125-301396360,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:53,"164,000","48,000",0,0,"28,478",0,"87,522"
547,10125-301430977,10242271,Cà Phê Muối Chú Long - Vũng Tàu,10/12/2025 8:32,"58,000","11,000",0,0,"11,539",0,"35,462"
548,10125-301582200,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:35,"51,000","15,000",0,0,"8,838",0,"27,162"
549,10125-301602215,10321439,Cà Phê Muối Chú Long - Vĩnh Long,10/12/2025 8:31,"79,000","15,000",0,0,"15,712",0,"48,288"
550,10125-301612715,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:53,"218,000","48,000",0,0,"41,735",0,"128,265"
551,10125-301656381,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:31,"29,000","8,700",0,0,"4,984",0,"15,316"
552,10125-301686610,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 9:46,"181,000","22,000",0,0,"39,035",0,"119,966"
553,10125-301699270,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:56,"116,000","20,000",0,0,"23,568",0,"72,432"
