STT,Mã Đơn Hàng,ID cửa hàng,Tên cửa hàng,Thời gian hoàn thành/ huỷ đơn,Giá trị đơn hàng,Khuyến mại từ quán,Phí dịch vụ,Phí vận chuyển trả cho quán,Chiết khấu,Thuế khấu trừ,Thực thu
1540,10125-410473957,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 11:38,"58,000","11,000",0,0,"11,539",0,"35,462"
1541,10125-410535858,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 11:46,"25,000","12,500",0,0,"3,069",0,"9,431"
1542,10125-410555566,10375372,Cà Phê Muối Chú Long - An Dương Vương,10/12/2025 11:47,"22,000","6,600",0,0,"3,781",0,"11,619"
1543,10125-410555218,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 11:50,"58,000","10,000",0,0,"11,784",0,"36,216"
1544,10125-410707460,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 11:44,"22,000","6,600",0,0,"3,781",0,"11,619"
1545,10125-411006565,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:11,"44,000","13,200",0,0,"7,561",0,"23,239"
1546,10125-411183382,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 11:37,"188,000","26,000",0,0,"39,771",0,"122,229"
1547,10125-411307787,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 11:38,"116,000","11,000",0,0,"25,778",0,"79,223"
1548,10125-411742930,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 12:07,"58,000","11,000",0,0,"11,539",0,"35,462"
1549,10125-411776668,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 12:00,"80,000","15,000",0,0,"15,958",0,"49,043"
1550,10125-411851250,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 11:50,"47,000","19,100",0,0,"6,849",0,"21,051"
1551,10125-412015000,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 11:45,"51,000","11,000",0,0,"9,820",0,"30,180"
1552,10125-412029431,10225871,Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,10/12/2025 11:58,"87,000",0,0,0,"21,359",0,"65,642"
1553,10125-412113844,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 12:33,"79,000","15,000",0,0,"15,712",0,"48,288"
1554,10125-412197600,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 11:45,"29,000","5,000",0,0,"5,892",0,"18,108"
1555,10125-412343723,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 11:54,"54,000","11,000",0,0,"10,557",0,"32,444"
1556,10125-412431590,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 11:51,"44,000","13,200",0,0,"7,561",0,"23,239"
1557,10125-412835313,10225885,Cà Phê Muối Chú Long - Ngô Tất Tố,10/12/2025 11:36,"58,000","11,000",0,0,"11,539",0,"35,462"
1558,10125-413258422,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 11:45,"51,000","11,000",0,0,"9,820",0,"30,180"
1559,10125-413594724,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 12:00,"110,000","20,000",0,0,"22,095",0,"67,905"
1560,10125-413947762,10330437,Cà Phê Muối Chú Long - Trần Hưng Đạo,10/12/2025 11:43,"58,000","11,000",0,0,"11,539",0,"35,462"
1561,10125-414325329,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 12:04,"58,000","11,000",0,0,"11,539",0,"35,462"
1562,10125-414442379,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 11:59,"44,000","5,000",0,0,"9,575",0,"29,426"
1563,10125-414465643,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 11:55,"58,000","11,000",0,0,"11,539",0,"35,462"
1564,10125-414931502,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 11:44,"29,000","5,000",0,0,"5,892",0,"18,108"
1565,10125-415259257,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 12:05,"54,000","11,000",0,0,"10,557",0,"32,444"
1566,10125-416022172,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 12:19,"51,000","11,000",0,0,"9,820",0,"30,180"
1567,10125-416405152,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 11:55,"29,000","7,250",0,0,"5,340",0,"16,410"
1568,10125-416420976,10298824,Cà Phê Muối Chú Long - Hoàng Diệu,10/12/2025 12:04,"29,000","7,250",0,0,"5,340",0,"16,410"
1569,10125-416549363,10321439,Cà Phê Muối Chú Long - Vĩnh Long,10/12/2025 11:52,"37,000","9,250",0,0,"6,813",0,"20,937"
1570,10125-416764287,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 11:54,"58,000","11,000",0,0,"11,539",0,"35,462"
1571,10125-416778062,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 11:58,"22,000","6,600",0,0,"3,781",0,"11,619"
1572,10125-416813249,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 11:52,"58,000","11,000",0,0,"11,539",0,"35,462"
1573,10125-417054143,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:09,"105,000","20,000",0,0,"20,868",0,"64,133"
1574,10125-417070551,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 11:53,"51,000","11,000",0,0,"9,820",0,"30,180"
1575,10125-417458211,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 12:16,"29,000","6,600",0,0,"5,499",0,"16,901"
1576,10125-417634757,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:47,"145,000","26,000",0,0,"29,215",0,"89,786"
1577,10125-417699499,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 12:20,"22,000","6,600",0,0,"3,781",0,"11,619"
1578,10125-417738061,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:13,"65,000","11,000",0,0,"13,257",0,"40,743"
1579,10125-418231247,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 16:35,"47,000","10,000",0,0,"9,084",0,"27,917"
1580,10125-418378263,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 12:19,"167,000","26,000",0,0,"34,616",0,"106,385"
1581,10125-418386632,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:35,"97,000","15,000",0,0,"20,131",0,"61,869"
1582,10125-418548011,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 13:01,"58,000","11,000",0,0,"11,539",0,"35,462"
1583,10125-418553813,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 12:08,"25,000","12,500",0,0,"3,069",0,"9,431"
1584,10125-418895828,10242271,Cà Phê Muối Chú Long - Vũng Tàu,10/12/2025 12:13,"22,000","5,000",0,0,"4,174",0,"12,827"
1585,10125-419342120,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:35,"58,000","11,000",0,0,"11,539",0,"35,462"
1586,10125-419421538,10381892,Cà Phê Muối Chú Long - Phan Văn Trị,10/12/2025 11:49,"29,000",0,0,0,"7,120",0,"21,881"
1587,10125-419625867,10233716,Cà Phê Muối Chú Long - 130 Thích Quảng Đức,10/12/2025 11:51,"58,000","11,000",0,0,"11,539",0,"35,462"
1588,10125-419646959,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 12:03,"29,000","5,000",0,0,"5,892",0,"18,108"
1589,10125-419758356,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 11:56,"22,000","5,000",0,0,"4,174",0,"12,827"
1590,10125-419960329,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 11:50,"30,000","9,000",0,0,"5,156",0,"15,845"
1591,10125-420670411,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 11:58,"72,000","15,000",0,0,"13,994",0,"43,007"
1592,10125-421055121,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 11:54,"58,000","11,000",0,0,"11,539",0,"35,462"
1593,10125-421454432,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:14,"22,000","6,600",0,0,"3,781",0,"11,619"
1594,10125-421529899,10375372,Cà Phê Muối Chú Long - An Dương Vương,10/12/2025 11:56,"275,000",0,0,0,"67,513",0,"207,488"
1595,10125-422017760,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 12:01,"22,000","5,000",0,0,"4,174",0,"12,827"
1596,10125-422370763,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 12:01,"152,000","42,000",0,0,"27,005",0,"82,995"
1597,10125-422582294,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 12:03,"65,000","11,000",0,0,"13,257",0,"40,743"
1598,10125-422756656,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 11:55,"72,000","15,000",0,0,"13,994",0,"43,007"
1599,10125-423105357,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:11,"66,000","11,000",0,0,"13,503",0,"41,498"
1600,10125-423120406,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 12:07,"94,000","15,000",0,0,"19,395",0,"59,606"
1601,10125-423792318,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:10,"58,000","11,000",0,0,"11,539",0,"35,462"
1602,10125-424615576,10230817,Cà Phê Muối Chú Long - Thích Quảng Đức,10/12/2025 12:11,"66,000",0,0,0,"16,203",0,"49,797"
1603,10125-424973452,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 12:14,"66,000","11,000",0,0,"13,503",0,"41,498"
1604,10125-424958496,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:12,"22,000","6,600",0,0,"3,781",0,"11,619"
1605,10125-425259579,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:37,"54,000","11,000",0,0,"10,557",0,"32,444"
1606,10125-425761576,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:01,"144,000","26,000",0,0,"28,969",0,"89,031"
1607,10125-426659368,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 12:23,"69,000","25,700",0,0,"10,630",0,"32,670"
1608,10125-426772421,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:23,"22,000","6,600",0,0,"3,781",0,"11,619"
1609,10125-427035093,10225895,Cà Phê Muối Chú Long - Cách Mạng Tháng 8,10/12/2025 11:58,"88,000","15,000",0,0,"17,922",0,"55,079"
1610,10125-427199143,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 12:13,"25,000","12,500",0,0,"3,069",0,"9,431"
1611,10125-427423320,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:23,"22,000","6,600",0,0,"3,781",0,"11,619"
1612,10125-427902620,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 12:12,"58,000","11,000",0,0,"11,539",0,"35,462"
1613,10125-428325206,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:08,"50,000","5,000",0,0,"11,048",0,"33,953"
1614,10125-428340429,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:16,"44,000","13,200",0,0,"7,561",0,"23,239"
1615,10125-428343141,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 12:22,"145,000","26,000",0,0,"29,215",0,"89,786"
1616,10125-428813484,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 12:11,"29,000","6,600",0,0,"5,499",0,"16,901"
1617,10125-429195860,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 12:38,"25,000","12,500",0,0,"3,069",0,"9,431"
1618,10125-429222630,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 12:10,"58,000","11,000",0,0,"11,539",0,"35,462"
1619,10125-429276816,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:25,"22,000","6,600",0,0,"3,781",0,"11,619"
1620,10125-429559483,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 12:22,"123,000","20,000",0,0,"25,287",0,"77,714"
1621,10125-429596419,10225871,Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,10/12/2025 12:11,"22,000","6,600",0,0,"3,781",0,"11,619"
1622,10125-430012106,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 12:14,"87,000","15,000",0,0,"17,676",0,"54,324"
1623,10125-430210558,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 12:22,"29,000","5,000",0,0,"5,892",0,"18,108"
1624,10125-430564163,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 12:30,"54,000","11,000",0,0,"10,557",0,"32,444"
1625,10125-431090863,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:56,"152,000","42,000",0,0,"27,005",0,"82,995"
1626,10125-431417517,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 12:23,"29,000","5,000",0,0,"5,892",0,"18,108"
1627,10125-431808033,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:30,"72,000","15,000",0,0,"13,994",0,"43,007"
1628,10125-433019522,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:45,"37,000","6,600",0,0,"7,463",0,"22,937"
1629,10125-433275229,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 12:14,"29,000","7,250",0,0,"5,340",0,"16,410"
1630,10125-433581737,10340098,Cà Phê Muối Chú Long - Thuận An,10/12/2025 12:19,"22,000","6,600",0,0,"3,781",0,"11,619"
1631,10125-433666483,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:33,"65,000","11,000",0,0,"13,257",0,"40,743"
1632,10125-434011790,10287840,Cà Phê Muối Chú Long - Long Xuyên,10/12/2025 12:20,"176,000","48,000",0,0,"31,424",0,"96,576"
1633,10125-434375520,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 12:38,"29,000","5,000",0,0,"5,892",0,"18,108"
1634,10125-434386052,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 12:26,"22,000","6,600",0,0,"3,781",0,"11,619"
1635,10125-434925152,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 13:04,"29,000","5,000",0,0,"5,892",0,"18,108"
1636,10125-435318361,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 12:24,"30,000","9,000",0,0,"5,156",0,"15,845"
1637,10125-435791047,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:38,"58,000","11,000",0,0,"11,539",0,"35,462"
1638,10125-435993643,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:35,"58,000","11,000",0,0,"11,539",0,"35,462"
1639,10125-436065394,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 12:24,"54,000","11,000",0,0,"10,557",0,"32,444"
1640,10125-437197960,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:26,"22,000","6,600",0,0,"3,781",0,"11,619"
1641,10125-437566540,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 12:29,"116,000","20,000",0,0,"23,568",0,"72,432"
1642,10125-437929436,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 12:23,"58,000","11,000",0,0,"11,539",0,"35,462"
1643,10125-438163727,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 12:19,"58,000","11,000",0,0,"11,539",0,"35,462"
1644,10125-438355875,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:58,"79,000","15,000",0,0,"15,712",0,"48,288"
1645,10125-438965445,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:42,"22,000","6,600",0,0,"3,781",0,"11,619"
1646,10125-439326892,10284115,Cà Phê Muối Chú Long - Kha Vạn Cân,10/12/2025 12:39,"22,000","6,600",0,0,"3,781",0,"11,619"
1647,10125-439338837,10375372,Cà Phê Muối Chú Long - An Dương Vương,10/12/2025 12:28,"58,000",0,0,0,"14,239",0,"43,761"
1648,10125-439698853,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:47,"44,000","13,200",0,0,"7,561",0,"23,239"
1649,10125-440160818,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 12:46,"58,000","11,000",0,0,"11,539",0,"35,462"
1650,10125-440345737,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 12:31,"29,000","5,000",0,0,"5,892",0,"18,108"
1651,10125-440650790,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 12:52,"111,000","20,000",0,0,"22,341",0,"68,660"
1652,10125-440728556,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 12:45,"121,000","20,000",0,0,"24,796",0,"76,205"
1653,10125-440815644,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 13:06,"216,000","32,000",0,0,"45,172",0,"138,828"
1654,10125-440840573,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:38,"95,000","15,000",0,0,"19,640",0,"60,360"
1655,10125-441177682,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 12:49,"64,000","11,000",0,0,"13,012",0,"39,989"
1656,10125-441222254,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:29,"29,000","5,000",0,0,"5,892",0,"18,108"
1657,10125-441757676,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 12:34,"51,000","11,000",0,0,"9,820",0,"30,180"
1658,10125-441857960,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:42,"134,000","20,000",0,0,"27,987",0,"86,013"
1659,10125-441888522,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:47,"116,000","20,000",0,0,"23,568",0,"72,432"
1660,10125-441992034,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 12:41,"22,000","6,600",0,0,"3,781",0,"11,619"
1661,10125-442092163,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 13:04,"44,000","13,200",0,0,"7,561",0,"23,239"
1662,10125-442706886,10230817,Cà Phê Muối Chú Long - Thích Quảng Đức,10/12/2025 12:31,"112,000","20,000",0,0,"22,586",0,"69,414"
1663,10125-443045950,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:47,"88,000","11,000",0,0,"18,904",0,"58,097"
1664,10125-443119048,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 13:01,"37,000","5,000",0,0,"7,856",0,"24,144"
1665,10125-443288162,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:37,"29,000","5,000",0,0,"5,892",0,"18,108"
1666,10125-443575401,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 12:42,"58,000","11,000",0,0,"11,539",0,"35,462"
1667,10125-444763095,10233716,Cà Phê Muối Chú Long - 130 Thích Quảng Đức,10/12/2025 12:43,"58,000","11,000",0,0,"11,539",0,"35,462"
1668,10125-445030081,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 12:48,"51,000","11,000",0,0,"9,820",0,"30,180"
1669,10125-445458192,10269971,Cà Phê Muối Chú Long - Cần Thơ,10/12/2025 12:47,"58,000","11,000",0,0,"11,539",0,"35,462"
1670,10125-445674535,10321437,Cà Phê Muối Chú Long - Tây Ninh,10/12/2025 12:44,"58,000","11,000",0,0,"11,539",0,"35,462"
1671,10125-445783073,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 13:17,"29,000","7,250",0,0,"5,340",0,"16,410"
1672,10125-445792713,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 12:42,"44,000","13,200",0,0,"7,561",0,"23,239"
1673,10125-446083404,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:41,"29,000","5,000",0,0,"5,892",0,"18,108"
1674,10125-446280347,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 12:43,"58,000","11,000",0,0,"11,539",0,"35,462"
1675,10125-446392440,10354891,Cà Phê Muối Chú Long - Trà Vinh,10/12/2025 12:48,"112,000","20,000",0,0,"22,586",0,"69,414"
1676,10125-446504815,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 13:31,"50,000","11,000",0,0,"9,575",0,"29,426"
1677,10125-447076962,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:39,"83,000","15,000",0,0,"16,694",0,"51,306"
1678,10125-447127867,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 12:51,"29,000","5,000",0,0,"5,892",0,"18,108"
1679,10125-447362292,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 13:04,"22,000","5,000",0,0,"4,174",0,"12,827"
1680,10125-447501863,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 12:44,"29,000","5,000",0,0,"5,892",0,"18,108"
1681,10125-448186656,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:53,"62,000","11,000",0,0,"12,521",0,"38,480"
1682,10125-448219303,10233716,Cà Phê Muối Chú Long - 130 Thích Quảng Đức,10/12/2025 12:47,"22,000","6,600",0,0,"3,781",0,"11,619"
1683,10125-448354374,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 13:01,"348,000","54,000",0,0,"72,177",0,"221,823"
1684,10125-448360465,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 12:52,"59,000","11,000",0,0,"11,784",0,"36,216"
1685,10125-449161832,10230817,Cà Phê Muối Chú Long - Thích Quảng Đức,10/12/2025 12:52,"29,000","5,000",0,0,"5,892",0,"18,108"
1686,10125-449344349,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:58,"58,000","11,000",0,0,"11,539",0,"35,462"
1687,10125-449449275,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 13:09,"58,000","11,000",0,0,"11,539",0,"35,462"
1688,10125-449491308,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 13:08,"51,000","11,000",0,0,"9,820",0,"30,180"
1689,10125-449595902,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 13:09,"65,000","11,000",0,0,"13,257",0,"40,743"
1690,10125-449824788,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:51,"44,000","5,000",0,0,"9,575",0,"29,426"
1691,10125-450032589,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 13:52,"87,000","15,000",0,0,"17,676",0,"54,324"
1692,10125-450581080,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 13:03,"22,000","6,600",0,0,"3,781",0,"11,619"
1693,10125-450810436,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 12:50,"167,000","48,000",0,0,"29,215",0,"89,786"
1694,10125-451138908,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 12:49,"66,000","11,000",0,0,"13,503",0,"41,498"
1695,10125-451164969,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 13:08,"94,000","15,000",0,0,"19,395",0,"59,606"
1696,10125-451219250,10321437,Cà Phê Muối Chú Long - Tây Ninh,10/12/2025 12:44,"25,000","6,250",0,0,"4,603",0,"14,147"
1697,10125-451550407,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 12:53,"95,000","15,000",0,0,"19,640",0,"60,360"
1698,10125-451604239,10358016,Cà Phê Muối Chú Long - Bà Triệu,10/12/2025 13:04,"22,000","6,600",0,0,"3,781",0,"11,619"
1699,10125-452089630,10381892,Cà Phê Muối Chú Long - Phan Văn Trị,10/12/2025 12:54,"25,000",0,0,0,"6,138",0,"18,863"
1700,10125-452297875,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:46,"47,000","5,000",0,0,"10,311",0,"31,689"
1701,10125-452433756,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:58,"44,000","13,200",0,0,"7,561",0,"23,239"
1702,10125-452452155,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 12:51,"66,000",0,0,0,"16,203",0,"49,797"
1703,10125-453919414,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 12:51,"58,000","11,000",0,0,"11,539",0,"35,462"
1704,10125-454038045,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 12:53,"87,000","15,000",0,0,"17,676",0,"54,324"
1705,10125-454189526,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 13:15,"76,000","15,000",0,0,"14,976",0,"46,025"
1706,10125-454852834,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:55,"29,000","5,000",0,0,"5,892",0,"18,108"
1707,10125-455015956,10381892,Cà Phê Muối Chú Long - Phan Văn Trị,10/12/2025 13:01,"94,000",0,0,0,"23,077",0,"70,923"
1708,10125-455234480,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 12:51,"141,000","26,000",0,0,"28,233",0,"86,768"
1709,10125-455256019,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 12:57,"29,000","5,000",0,0,"5,892",0,"18,108"
1710,10125-455337842,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 13:53,"22,000","5,500",0,0,"4,051",0,"12,449"
1711,10125-455635681,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 13:39,"104,000","20,000",0,0,"20,622",0,"63,378"
1712,10125-455880364,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 12:54,"29,000",0,0,0,"7,120",0,"21,881"
